xValues,yValues,tValues,Solution
0,0,0,1
0,0.0322581,0,1
0,0.0645161,0,1
0,0.0967742,0,1
0,0.129032,0,1
0,0.16129,0,1
0,0.193548,0,1
0,0.225806,0,1
0,0.258065,0,1
0,0.290323,0,1
0,0.322581,0,1
0,0.354839,0,1
0,0.387097,0,1
0,0.419355,0,1
0,0.451613,0,1
0,0.483871,0,1
0,0.516129,0,1
0,0.548387,0,1
0,0.580645,0,1
0,0.612903,0,1
0,0.645161,0,1
0,0.677419,0,1
0,0.709677,0,1
0,0.741935,0,1
0,0.774194,0,1
0,0.806452,0,1
0,0.83871,0,1
0,0.870968,0,1
0,0.903226,0,1
0,0.935484,0,1
0,0.967742,0,1
0,1,0,1
0.0322581,0,0,1
0.0322581,0.0322581,0,1
0.0322581,0.0645161,0,1
0.0322581,0.0967742,0,1
0.0322581,0.129032,0,1
0.0322581,0.16129,0,1
0.0322581,0.193548,0,1
0.0322581,0.225806,0,1
0.0322581,0.258065,0,1
0.0322581,0.290323,0,1
0.0322581,0.322581,0,1
0.0322581,0.354839,0,1
0.0322581,0.387097,0,1
0.0322581,0.419355,0,1
0.0322581,0.451613,0,1
0.0322581,0.483871,0,1
0.0322581,0.516129,0,1
0.0322581,0.548387,0,1
0.0322581,0.580645,0,1
0.0322581,0.612903,0,1
0.0322581,0.645161,0,1
0.0322581,0.677419,0,1
0.0322581,0.709677,0,1
0.0322581,0.741935,0,1
0.0322581,0.774194,0,1
0.0322581,0.806452,0,1
0.0322581,0.83871,0,1
0.0322581,0.870968,0,1
0.0322581,0.903226,0,1
0.0322581,0.935484,0,1
0.0322581,0.967742,0,1
0.0322581,1,0,1
0.0645161,0,0,1
0.0645161,0.0322581,0,1
0.0645161,0.0645161,0,1
0.0645161,0.0967742,0,1
0.0645161,0.129032,0,1
0.0645161,0.16129,0,1
0.0645161,0.193548,0,1
0.0645161,0.225806,0,1
0.0645161,0.258065,0,1
0.0645161,0.290323,0,1
0.0645161,0.322581,0,1
0.0645161,0.354839,0,1
0.0645161,0.387097,0,1
0.0645161,0.419355,0,1
0.0645161,0.451613,0,1
0.0645161,0.483871,0,1
0.0645161,0.516129,0,1
0.0645161,0.548387,0,1
0.0645161,0.580645,0,1
0.0645161,0.612903,0,1
0.0645161,0.645161,0,1
0.0645161,0.677419,0,1
0.0645161,0.709677,0,1
0.0645161,0.741935,0,1
0.0645161,0.774194,0,1
0.0645161,0.806452,0,1
0.0645161,0.83871,0,1
0.0645161,0.870968,0,1
0.0645161,0.903226,0,1
0.0645161,0.935484,0,1
0.0645161,0.967742,0,1
0.0645161,1,0,1
0.0967742,0,0,1
0.0967742,0.0322581,0,1
0.0967742,0.0645161,0,1
0.0967742,0.0967742,0,1
0.0967742,0.129032,0,1
0.0967742,0.16129,0,1
0.0967742,0.193548,0,1
0.0967742,0.225806,0,1
0.0967742,0.258065,0,1
0.0967742,0.290323,0,1
0.0967742,0.322581,0,1
0.0967742,0.354839,0,1
0.0967742,0.387097,0,1
0.0967742,0.419355,0,1
0.0967742,0.451613,0,1
0.0967742,0.483871,0,1
0.0967742,0.516129,0,1
0.0967742,0.548387,0,1
0.0967742,0.580645,0,1
0.0967742,0.612903,0,1
0.0967742,0.645161,0,1
0.0967742,0.677419,0,1
0.0967742,0.709677,0,1
0.0967742,0.741935,0,1
0.0967742,0.774194,0,1
0.0967742,0.806452,0,1
0.0967742,0.83871,0,1
0.0967742,0.870968,0,1
0.0967742,0.903226,0,1
0.0967742,0.935484,0,1
0.0967742,0.967742,0,1
0.0967742,1,0,1
0.129032,0,0,1
0.129032,0.0322581,0,1
0.129032,0.0645161,0,1
0.129032,0.0967742,0,1
0.129032,0.129032,0,1
0.129032,0.16129,0,1
0.129032,0.193548,0,1
0.129032,0.225806,0,1
0.129032,0.258065,0,1
0.129032,0.290323,0,1
0.129032,0.322581,0,1
0.129032,0.354839,0,1
0.129032,0.387097,0,1
0.129032,0.419355,0,1
0.129032,0.451613,0,1
0.129032,0.483871,0,1
0.129032,0.516129,0,1
0.129032,0.548387,0,1
0.129032,0.580645,0,1
0.129032,0.612903,0,1
0.129032,0.645161,0,1
0.129032,0.677419,0,1
0.129032,0.709677,0,1
0.129032,0.741935,0,1
0.129032,0.774194,0,1
0.129032,0.806452,0,1
0.129032,0.83871,0,1
0.129032,0.870968,0,1
0.129032,0.903226,0,1
0.129032,0.935484,0,1
0.129032,0.967742,0,1
0.129032,1,0,1
0.16129,0,0,1
0.16129,0.0322581,0,1
0.16129,0.0645161,0,1
0.16129,0.0967742,0,1
0.16129,0.129032,0,1
0.16129,0.16129,0,1
0.16129,0.193548,0,1
0.16129,0.225806,0,1
0.16129,0.258065,0,1
0.16129,0.290323,0,1
0.16129,0.322581,0,1
0.16129,0.354839,0,1
0.16129,0.387097,0,1
0.16129,0.419355,0,1
0.16129,0.451613,0,1
0.16129,0.483871,0,1
0.16129,0.516129,0,1
0.16129,0.548387,0,1
0.16129,0.580645,0,1
0.16129,0.612903,0,1
0.16129,0.645161,0,1
0.16129,0.677419,0,1
0.16129,0.709677,0,1
0.16129,0.741935,0,1
0.16129,0.774194,0,1
0.16129,0.806452,0,1
0.16129,0.83871,0,1
0.16129,0.870968,0,1
0.16129,0.903226,0,1
0.16129,0.935484,0,1
0.16129,0.967742,0,1
0.16129,1,0,1
0.193548,0,0,1
0.193548,0.0322581,0,1
0.193548,0.0645161,0,1
0.193548,0.0967742,0,1
0.193548,0.129032,0,1
0.193548,0.16129,0,1
0.193548,0.193548,0,1
0.193548,0.225806,0,1
0.193548,0.258065,0,1
0.193548,0.290323,0,1
0.193548,0.322581,0,1
0.193548,0.354839,0,1
0.193548,0.387097,0,1
0.193548,0.419355,0,1
0.193548,0.451613,0,1
0.193548,0.483871,0,1
0.193548,0.516129,0,1
0.193548,0.548387,0,1
0.193548,0.580645,0,1
0.193548,0.612903,0,1
0.193548,0.645161,0,1
0.193548,0.677419,0,1
0.193548,0.709677,0,1
0.193548,0.741935,0,1
0.193548,0.774194,0,1
0.193548,0.806452,0,1
0.193548,0.83871,0,1
0.193548,0.870968,0,1
0.193548,0.903226,0,1
0.193548,0.935484,0,1
0.193548,0.967742,0,1
0.193548,1,0,1
0.225806,0,0,1
0.225806,0.0322581,0,1
0.225806,0.0645161,0,1
0.225806,0.0967742,0,1
0.225806,0.129032,0,1
0.225806,0.16129,0,1
0.225806,0.193548,0,1
0.225806,0.225806,0,1
0.225806,0.258065,0,1
0.225806,0.290323,0,1
0.225806,0.322581,0,1
0.225806,0.354839,0,1
0.225806,0.387097,0,1
0.225806,0.419355,0,1
0.225806,0.451613,0,1
0.225806,0.483871,0,1
0.225806,0.516129,0,1
0.225806,0.548387,0,1
0.225806,0.580645,0,1
0.225806,0.612903,0,1
0.225806,0.645161,0,1
0.225806,0.677419,0,1
0.225806,0.709677,0,1
0.225806,0.741935,0,1
0.225806,0.774194,0,1
0.225806,0.806452,0,1
0.225806,0.83871,0,1
0.225806,0.870968,0,1
0.225806,0.903226,0,1
0.225806,0.935484,0,1
0.225806,0.967742,0,1
0.225806,1,0,1
0.258065,0,0,1
0.258065,0.0322581,0,1
0.258065,0.0645161,0,1
0.258065,0.0967742,0,1
0.258065,0.129032,0,1
0.258065,0.16129,0,1
0.258065,0.193548,0,1
0.258065,0.225806,0,1
0.258065,0.258065,0,1
0.258065,0.290323,0,1
0.258065,0.322581,0,1
0.258065,0.354839,0,1
0.258065,0.387097,0,1
0.258065,0.419355,0,1
0.258065,0.451613,0,1
0.258065,0.483871,0,1
0.258065,0.516129,0,1
0.258065,0.548387,0,1
0.258065,0.580645,0,1
0.258065,0.612903,0,1
0.258065,0.645161,0,1
0.258065,0.677419,0,1
0.258065,0.709677,0,1
0.258065,0.741935,0,1
0.258065,0.774194,0,1
0.258065,0.806452,0,1
0.258065,0.83871,0,1
0.258065,0.870968,0,1
0.258065,0.903226,0,1
0.258065,0.935484,0,1
0.258065,0.967742,0,1
0.258065,1,0,1
0.290323,0,0,1
0.290323,0.0322581,0,1
0.290323,0.0645161,0,1
0.290323,0.0967742,0,1
0.290323,0.129032,0,1
0.290323,0.16129,0,1
0.290323,0.193548,0,1
0.290323,0.225806,0,1
0.290323,0.258065,0,1
0.290323,0.290323,0,1
0.290323,0.322581,0,1
0.290323,0.354839,0,1
0.290323,0.387097,0,1
0.290323,0.419355,0,1
0.290323,0.451613,0,1
0.290323,0.483871,0,1
0.290323,0.516129,0,1
0.290323,0.548387,0,1
0.290323,0.580645,0,1
0.290323,0.612903,0,1
0.290323,0.645161,0,1
0.290323,0.677419,0,1
0.290323,0.709677,0,1
0.290323,0.741935,0,1
0.290323,0.774194,0,1
0.290323,0.806452,0,1
0.290323,0.83871,0,1
0.290323,0.870968,0,1
