0,0,0,1
0,0.0204082,0,1
0,0.0408163,0,1
0,0.0612245,0,1
0,0.0816327,0,1
0,0.102041,0,1
0,0.122449,0,1
0,0.142857,0,1
0,0.163265,0,1
0,0.183673,0,1
0,0.204082,0,1
0,0.22449,0,1
0,0.244898,0,1
0,0.265306,0,1
0,0.285714,0,1
0,0.306122,0,1
0,0.326531,0,1
0,0.346939,0,1
0,0.367347,0,1
0,0.387755,0,1
0,0.408163,0,1
0,0.428571,0,1
0,0.44898,0,1
0,0.469388,0,1
0,0.489796,0,1
0,0.510204,0,1
0,0.530612,0,1
0,0.55102,0,1
0,0.571429,0,1
0,0.591837,0,1
0,0.612245,0,1
0,0.632653,0,1
0,0.653061,0,1
0,0.673469,0,1
0,0.693878,0,1
0,0.714286,0,1
0,0.734694,0,1
0,0.755102,0,1
0,0.77551,0,1
0,0.795918,0,1
0,0.816327,0,1
0,0.836735,0,1
0,0.857143,0,1
0,0.877551,0,1
0,0.897959,0,1
0,0.918367,0,1
0,0.938776,0,1
0,0.959184,0,1
0,0.979592,0,1
0,1,0,1
0.0204082,0,0,1
0.0204082,0.0204082,0,1
0.0204082,0.0408163,0,1
0.0204082,0.0612245,0,1
0.0204082,0.0816327,0,1
0.0204082,0.102041,0,1
0.0204082,0.122449,0,1
0.0204082,0.142857,0,1
0.0204082,0.163265,0,1
0.0204082,0.183673,0,1
0.0204082,0.204082,0,1
0.0204082,0.22449,0,1
0.0204082,0.244898,0,1
0.0204082,0.265306,0,1
0.0204082,0.285714,0,1
0.0204082,0.306122,0,1
0.0204082,0.326531,0,1
0.0204082,0.346939,0,1
0.0204082,0.367347,0,1
0.0204082,0.387755,0,1
0.0204082,0.408163,0,1
0.0204082,0.428571,0,1
0.0204082,0.44898,0,1
0.0204082,0.469388,0,1
0.0204082,0.489796,0,1
0.0204082,0.510204,0,1
0.0204082,0.530612,0,1
0.0204082,0.55102,0,1
0.0204082,0.571429,0,1
0.0204082,0.591837,0,1
0.0204082,0.612245,0,1
0.0204082,0.632653,0,1
0.0204082,0.653061,0,1
0.0204082,0.673469,0,1
0.0204082,0.693878,0,1
0.0204082,0.714286,0,1
0.0204082,0.734694,0,1
0.0204082,0.755102,0,1
0.0204082,0.77551,0,1
0.0204082,0.795918,0,1
0.0204082,0.816327,0,1
0.0204082,0.836735,0,1
0.0204082,0.857143,0,1
0.0204082,0.877551,0,1
0.0204082,0.897959,0,1
0.0204082,0.918367,0,1
0.0204082,0.938776,0,1
0.0204082,0.959184,0,1
0.0204082,0.979592,0,1
0.0204082,1,0,1
0.0408163,0,0,1
0.0408163,0.0204082,0,1
0.0408163,0.0408163,0,1
0.0408163,0.0612245,0,1
0.0408163,0.0816327,0,1
0.0408163,0.102041,0,1
0.0408163,0.122449,0,1
0.0408163,0.142857,0,1
0.0408163,0.163265,0,1
0.0408163,0.183673,0,1
0.0408163,0.204082,0,1
0.0408163,0.22449,0,1
0.0408163,0.244898,0,1
0.0408163,0.265306,0,1
